,name,price,parent category,subcategory,url
1014,MILLA SUD 2 5% 1L,2.35,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/m-i-l-l-a-s-u-d-2-5-1-l/
1015,MILLA SUD 3 2% 1 LT,2.45,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/milla-sud-3-2-1-lt/
1016,PROSTOKVASHINO SUD 1 5% 950 ML,4.79,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/prostokvashino-sud-1-5-950-ml/
1017,AZERSUD LAKTOZASIZ SUD 3 2% 1L,3.15,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/a-z-e-r-s-u-d-l-a-k-t-o-z-a-s-i-z-s-u-d-3-2-1-l/
1018,DISNEY KAKAO SUD 180 ML,1.21,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/disney-kakao-sud-180-ml/
1019,CHUDO KOKTAIL 2% SHOKOLADLI 960QR,4.65,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/chudo-koktail-2-shokoladli-960qr/
1020,CHUDO KOKTAIL SHOKOLAD 3% 200QR,0.89,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/chudo-koktail-shokolad-3-200qr/
1021,AZERSUD SUD 2 2% 1L,2.59,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/a-z-e-r-s-u-d-s-u-d-2-2-1-l/
1022,PROSTOKVASHINO SUD 3 2% 950 ML,5.2,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/prostokvashino-sud-3-2-950-ml/
1023,CHUDO KOKTAIL 2% CIYELEK 200GR,0.89,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/chudo-koktail-2-ciyelek-200gr/
1024,AZERSUD SUD 1 5% 1L,2.29,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/azersud-sud-1-5-1l/
1025,PINAR SUD TAM YAGLI 3.3% 1LT,4.09,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/209847_pinar_milk_3_3_1lt_8690565100530/
1026,PROSTOKVASHINO SUD 2 5% 950 ML,5.2,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/prostokvashino-sud-2-5-950-ml/
1027,AZERSUD SUD 3 2% 1L,1.85,SÜD MƏHSULLARI VƏ YUMURTALAR,SÜD,https://bravomarket.online/catalog/dairy-and-eggs/milk/azersud-sud-3-2-1l/
1028,GARNIER COLOR NATURALS SAÇ BOYASI N4.62,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-n-s-a-c-b-o-y-a-s-i-n-4-6-2/
1029,PALETTE SAÇ BOYASI ICC A10 MİRVARİ SARIŞIN,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-a10-mirvari-sarishin/
1030,PRELEST SAÇ ÜÇÜN SPREY 200 ML,4.55,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/prelest-sac-ucun-spray-200ml/
1031,GARNIER COLOR NATURALS SAÇ BOYASI N1000,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-o-l-o-r-n-a-t-u-r-a-l-s-s-a-c-b-o-y-a-s-i-n-1-0-0-0/
1032,GARNIER COLOR NATURALS SAÇ BOYASI N10.,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-o-l-o-r-n-a-t-s-a-c-b-o-y-a-s-i-1-0-/
1033,VATIKA SAC YAGI KAKOS 200 ML,4.59,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/281204_vatika_hair_oil_coconut_200_ml_6291069651058/
1034,GARNIER COLOR NATURALS SAÇ BOYASI N1001,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-o-l-o-r-n-a-t-u-r-a-l-s-s-a-c-b-o-y-a-s-i-n-1-0-0-1/
1035,VATIKA SAC MASKASI ARQAN 500QR,6.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/313339_vatika_hair_mask_argan_500gr_6291069716146/
1036,GARNIER COLOR NATURALS SAÇ BOYASI N102,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-o-l-o-r-n-a-t-s-a-c-b-o-y-1-0-2-i-n-c-i-s-a-r-i-/
1037,PALETTE SAÇ BOYASI ICC RF3 QIRMIZI NAR,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-rf3-qirmizi-nar/
1038,GARNIER COLOR NATURALS SAÇ BOYASI N1002,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-o-l-o-r-n-a-t-u-r-a-l-s-s-a-c-b-o-y-a-s-i-n-1-0-0-2/
1039,GARNIER COLOR NATURALS SAÇ BOYASI AÇIQ QƏHVƏYİ 5.132,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-o-l-o-r-n-a-t-u-r-a-l-s-s-a-c-b-o-y-a-s-i-5-1-3-2-a-c-i-q-q-e-h-v-e/
1040,PALETTE SAÇ BOYASI ICC G4 SARIŞIN,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-g4-sarisin/
1041,PALETTE SAÇ BOYASI ICC G3 QIZIL TRUFFEL,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-g3-qizili-trufel/
1042,GARNIER COLOR NATURALS SAÇ BOYASI CAZİBƏDAR MİS 7.40,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-7-40-cooper/
1043,PALETTE RƏNG AÇICI ICC PLATİN,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/p-a-l-e-t-t-e-i-c-c-r-e-n-g-a-c-i-c-i-p-l-a-t-i-n-p-l-o/
1044,GARNIER COLOR NATURALS SAÇ BOYASI ULTRA QARA 1+,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-sab-boyasi-1-ult-qara/
1045,PALETTE SAÇ BOYASI ICC BW10 PUDRA SARIŞIN,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/p-a-l-e-t-t-e-i-c-c-s-a-c-b-o-y-b-w-1-0-t-o-z-s-a-r-i-s-i-n-/
1046,GARNIER COLOR NATURALS SAÇ BOYASI QƏHVƏYİ 6.25,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-o-l-o-r-n-a-t-u-r-a-l-s-s-a-c-b-o-y-a-s-i-6-2-5-q-e-h-v-e-y-i/
1047,GARNIER COLOR NATURALS SAÇ BOYASI SUPER SARI E0,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-sac-boy-e0-super-sari/
1048,PALETTE SAÇ BOYASI ICC PURE BLONDS 10-4 (B10) TƏBİİ BLOND,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/p-a-l-e-t-t-e-i-c-c-s-a-c-b-o-y-1-0-4-n-a-t-u-r-a-l-s-a-r-i-s-i-n-/
1049,GARNIER COLOR NATURALS SAÇ BOYASI ZƏRİF QARA 2.0,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-2-0-elegant-black/
1050,PALETTE SAÇ BOYASI ICC R2 QIRMIZI,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-r2-qirmizi/
1051,GARNIER COLOR NATURALS SAÇ BOYASI QUMLU SAHİL 9.1,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-o-l-o-r-n-a-t-s-a-c-b-o-y-9-1-g-u-n-e-s-h-/
1052,PALETTE SAÇ BOYASI ICC 6-280 TÜND SARIŞIN,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/p-a-l-e-t-t-e-i-c-c-s-a-c-b-o-y-a-s-i-6-2-8-0-t-u-n-d-r-u-s-i-y-/
1053,TONIKA SAÇ TONLAŞDIRCI BALZAM N322 150ML,5.1,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/t-o-n-i-k-a-s-a-c-t-o-n-l-a-s-d-i-r-c-i-b-a-l-z-a-m-3-2-2-1-5-0-m-l-/
1054,PALETTE SAÇ BOYASI ICC RFE3 BADIMCAN,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-rfe3-badimcan/
1055,PALETTE ICC SAC BOY 5 TUND SARI .,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/217691_palette_icc_hair_color_5_strong_yellow_4015100185164/
1056,TONIKA SAÇ TONLAŞDIRCI BALZAM N810 150ML,5.1,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/tonika-sac-tonlasdirici-balzn8-10-150ml/
1057,TONIKA SAÇ TONLAŞDIRCI BALZAM N921 150ML,5.1,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/tonika-sac-tonlasdirici-balz-n9-21-150ml/
1058,PALETTE SAÇ BOYASI ICC E20 AÇICI,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-e20-aciq-parlaq/
1059,GARNIER COLOR NATURALS SAÇ BOYASI DƏRİN TÜND ŞOBALID 4,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-n-a-t-u-r-a-l-s-s-a-c-b-o-y-a-s-i-4-0-0/
1060,GARNIER COLOR NATURALS SAÇ BOYASI ŞOKALAD 4.1/2,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-4-1-2-dark-chocolate/
1061,GARNIER COLOR NATURALS SAÇ BOYASI ŞOKALAD 5.15,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-5-15-chocolate/
1062,PALETTE SAÇ BOYASI ICC WN3 QIZILI QƏHVƏYİ,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-wn3-qizili-qehve/
1063,GARNIER COLOR NATURALS SAÇ BOYASI AÇIQ QƏHVƏYİ 8,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-sac-boyasi-n8-00/
1064,PALETTE SAÇ BOYASI ICC PURE BLONDS 8-140 (CB7) QUM AÇIQ SARIŞIN,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/p-a-l-e-t-t-e-i-c-c-s-a-c-b-o-y-8-1-4-0-s-a-f-s-a-r-i-/
1065,PANTENE SAÇ QULLUQ SERUMU ARGAN YAĞI TƏRKİBLİ 100 ML,8.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/pantene-yag-serum-100ml/
1066,PALETTE SAÇ BOYASI ICC W2 TÜND ŞOKOLAD,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-w2-tund-shokolad/
1067,PALETTE SAÇ BOYASI ICC PURE BLONDS 7-2 ORTA SARIŞIN,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/p-a-l-e-t-t-e-i-c-c-s-a-c-b-o-y-7-2-a-c-i-q-q-e-h-v-e-y-i-/
1068,GARNIER COLOR NATURALS SAÇ BOYASI DƏRİN ŞOBALID 5,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-sac-boyasi-n5-00/
1069,GARNIER COLOR NATURALS SAÇ BOYASI BUĞDA 8,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-sac-boyasi-8-bugda/
1070,GARNIER COLOR NATURALS SAÇ BOYASI FINDIQ  6,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-sac-boy-6-sabalid/
1071,GARNIER COLOR NATURALS SAÇ BOYASI ŞABALID YENİ 4,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-sac-boyasi-4-sabalidi/
1072,GARNIER COLOR NATURALS SAÇ BOYASI TÜND ŞABALID 3,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-sac-boy-3-tund-qehvey/
1073,GARNIER COLOR NATURALS SAÇ BOYASI QIZILAĞAC 7.1,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-o-l-o-r-n-a-t-s-a-c-b-o-y-a-s-i-7-1-a-l-d-e-r-/
1074,GARNIER COLOR NATURALS SAÇ BOYASI KAPUÇİNO 7,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-o-l-o-r-n-a-t-s-a-c-b-o-y-a-s-i-7-k-a-p-u-c-i-n-o-/
1075,PALETTE SAÇ BOYASI ICC R4 ŞABALID,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-r4-shabalid/
1076,GARNIER COLOR NATURALS SAÇ BOYASI DƏRİN AÇIQ ŞOBALID 6,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-sac-boyasi-n6-00/
1077,PALETTE SAÇ BOYASI ICC N2 TÜND QƏHFƏYİ,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-2-tund-sabalid/
1078,GARNIER COLOR NATURALS SAÇ BOYASI QARA 1,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/garnier-color-nat-sac-boyasi-1-qara/
1079,GARNIER COLOR NATURALS SAÇ BOYASI QUMLU SAHİL 8.1,5.35,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/g-a-r-n-i-e-r-c-o-l-o-r-n-a-t-s-a-c-b-o-y-8-1-q-u-m-l-s-a-h-i-l-/
1080,PALETTE SAÇ BOYASI ICC N3 QƏHVƏYİ,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-sac-renglendirici-krem-n3-brown/
1081,PALETTE SAÇ BOYASI ICC  C6 ORTA SOYUQ SARIŞIN,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-c6-orta-sarisin/
1082,PALETTE SAÇ BOYASI ICC N1 QARA,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-1-qara-/
1083,PALETTE SAÇ BOYASI ICC N6 ORTA SARIŞIN,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-6-orta-sarisin/
1084,PALETTE SAÇ BOYASI ICC N7 AÇIQ SARIŞIN,5.79,ŞƏXSİ BAXIM,SAÇ BAXIMI,https://bravomarket.online/catalog/personal-care/hair-care/palette-icc-sac-boy-7-aciq-sarisin/
1085,TORKU 4X4 KARAMELLİ NUGALI ŞOKOLAD BATONU 50 QR,0.69,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/225199_torku_4x4_chocolate_baton_with_caramel_and_nougat_50_gr_8690120041841/
1086,CACHET BADAMLI DUZLU TÜND ŞOKOLAD 57% 100 QR,4.75,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/473664_cachet_dark_chocolate_bar_with_almonds_and_sea_salt_57_100_gr_5412956213765/
1087,FRİXX BARBİKU ÇİPS 70 QR,1.15,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/f-r-i-x-x-b-a-r-b-e-k-u-c-h-i-p-s-7-0-q-r/
1088,FRİXX ACİKA ÇİPS  70 QR,1.15,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/f-r-i-x-x-a-d-j-i-k-a-c-h-i-p-s-7-0-q-r/
1089,WAITROSE BELÇİKA FINDIQLI TÜND ŞOKOLAD PLİTKASI 200 QR,6,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/203248_waitrose_belgian_dark_chocolate_bar_with_hazelnut_200_gr_5000169239575/
1090,TORKU 4X4 KARAMELLİ ŞOKOLAD BATONU 50 QR,0.65,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/225198_torku_4x4_chocolate_baton_with_caramel_50_gr_8690120047775/
1091,GOPLANA KLASSİK ŞOKOLAD PLİTKASI 90 QR,2.19,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/444591_goplana_classic_bitter_chocolat_bar_90_gr_5900352004891/
1092,CACHET ORGANİK ALBALILI VƏ BADAMLI TÜND ŞOKOLAD PLİTKASI 100 QR,5.35,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/382779_cachet_organic_dark_chocolate_bar_with_cherries_and_almonds_100_gr_5412956213451/
1093,LYUBIMOV SÜDLÜ PLITKA ŞOKOLAD 85 QR,1.79,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/342130_lyubimov_milk_chocolate_bar_85_gr_4820005194063/
1094,CACHET ANANASLI VƏ KOKOSLU TÜND ŞOKOLAD PLİTKASİ 100 QR,5.35,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/382778_cachet_dark_chocolate_bar_with_pineapple_and_coconut_100_gr_5412956213444/
1095,CLASSIC SÜDLÜ PLİTKA ŞOKOLAD FINDIQLI 90 QR,1.89,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/225628_roshen_lacmi_milk_chocolate_bar_90_gr_4823077629211/
1096,ELİTCHOCO SÜDLÜ ŞOKOLAD PLİTKASI 90 QR,1.69,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/471613_elitchoco_milk_chocolate_bar_90_gr_5902581683724/
1097,EXCELLENCE PLITKA ŞOKOLAD QREYFRUT 100 QR,6.49,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/383517_lindt_excellence_noir_chocolate_bar_with_grapefruit_intense_100_gr_7610400085854/
1098,LINDT EXCELLENCE MORUQLU TÜND PLİTKA ŞOKOLAD  100 QR,6.49,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/383523_lindt_excellence_dark_chocolate_bar_with_raspberry_100_gr_3046920010603/
1099,FRIXX ÇİPSLƏRİ TƏRXUN 70 QR,1.15,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/f-r-i-x-x-t-a-r-x-u-n-c-h-i-p-s-7-0-q-r/
1100,ÇIKO BADAM 90 QR,3.19,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/ciko-badam-90qr/
1101,BABAYEVSKİY ORİGİNAL ŞOKOLAD PLİTKASI 100 QR,1.99,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/227282_babayevskiy_original_chocolate_bar_100_gr_4600823125018/
1102,FANAT SUXARI OVÇU KOLBASA DADLİ 70 QR,0.59,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/f-a-n-a-t-s-u-x-a-r-i-o-v-c-u-k-o-l-b-a-s-a-7-0-q-r/
1103,CACHET MEŞƏ MEYVƏLİ TÜND ŞOKOLAD PLİTKASI 100 QR,5.35,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/382781_cachet_forest_fruits_dark_chocolate_bar_100_gr_5412956213475/
1104,MİLLENNİUM GOLD FINDIQLI VƏ ÜZÜMLÜ SÜDLÜ ŞOKOLAD 100 QR,3.49,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/342139_millennium_gold_milk_chocolate_bar_with_hazelnut_and_raisens_100_gr_4820005192946/
1105,CLASSIC TÜND PLİTKA ŞOKOLAD 56 % 90 QR,1.59,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/225634_roshen_dark_chocolate_bar_56_90_gr_4823077626449/
1106,KRASNİY OKTYABR ALENKA KÖPÜKLÜ ŞOKOLAD PLİTKASI 95 QR,1.95,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/236420_krasniy_oktyabr_alenka_porous_chocolate_bar_35_gr_4600080293208/
1107,ÇIKO SOUSLU YER FINDIĞI 40 QR,0.79,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/ciko-souslu-yer-findigi-40qr/
1108,FANAT SUXARI DANA ƏTI ACIKALI 35 QR,0.25,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/fanat-suxari-dana-eti-acikali-35qr/
1109,FRIXX TARXUN CHIPS 70QR,0.59,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/f-a-n-a-t-s-u-x-a-r-i-t-o-m-a-t-7-0-q-r/
1110,RUBİN KUKURUZNIYE KOLECKİ KQ,4.99,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/rubin-kukuruzniye-kolecki-1kq/
1111,POBEDA QOZLU KİŞMİŞLİ PLİTKA ŞOKOLAD 100 QR,2.55,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/377896_pobeda_chocolate_bar_with_nuts_and_raisins_100_gr_4607005400864/
1112,FRIXX BARBEKU CHIPS 145QR,2.39,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/f-r-i-x-x-b-a-r-b-e-k-u-c-h-i-p-s-1-4-5-q-r/
1113,CACHET EXTRA TÜND ŞOKOLAD PLİTKASI 85% 100 QR,4.75,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/473499_cachet_extra_dark_chocolate_85_bar_100_gr_5412956214649/
1114,FRİXX PENDİRLİ ÇİPS 145 QR,2.39,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/f-r-i-x-x-p-e-n-d-i-r-l-i-c-h-i-p-s-1-4-5-q-r/
1115,FRIXX PENDIRLI CHIPS 70QR,1.15,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/f-r-i-x-x-p-e-n-d-i-r-l-i-c-h-i-p-s-7-0-q-r/
1116,MISTER TUM QARISIQ ÇƏRƏZ 180 QR,6.19,ŞİRNİYYAT,"ÇİPS, ÇƏRƏZ VƏ QOZ-FINDIQ",https://bravomarket.online/catalog/sweet-grocery/crisps-snacks-and-nuts/mister-tum-qarisiq-cerez-180qr/
1117,NESTLE DECORATİON FINDIQLI ŞOKOLAD PLİTKASI 85 QR,2.85,ŞİRNİYYAT,PLİTKA VƏ BATON ŞOKOLAD,https://bravomarket.online/catalog/sweet-grocery/chocolate-bars/456339_nestle_decoration_chocolate_bar_with_hazelnut_85_gr_4600680009858/
